,gamemode,battletime,p1.name,p2.name,p1.crowns,p2.crowns,p1.card_1,p1.card_2,p1.card_3,p1.card_4,p1.card_5,p1.card_6,p1.card_7,p1.card_8,p2.card_1,p2.card_2,p2.card_3,p2.card_4,p2.card_5,p2.card_6,p2.card_7,p2.card_8
5,Ladder,20200517T094552.000Z,Hbs3,ΘοδωρηςDab,2,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
6,Ladder,20200517T094027.000Z,Hbs3,Егорыч,3,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Ice Wizard,Mega Minion,Miner,Tornado,Fireball,Barbarian Barrel,Royal Giant,Skeletons
7,Ladder,20200517T093504.000Z,Hbs3,CHN丨南藜ˇGzx,1,2,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Golem,Lumberjack,Baby Dragon,Night Witch,Tornado,Heal Spirit,Barbarian Barrel,Electro Dragon
8,Ladder,20200517T092948.000Z,Hbs3,CHN丨Makarious✨,1,2,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
9,Ladder,20200517T092321.000Z,Hbs3,gravity,2,0,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Lava Hound,Balloon,Tombstone,Fireball,Mega Minion,Minions,Zap,Barbarians
10,Ladder,20200517T091927.000Z,Hbs3,RedBull,1,3,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage
11,Ladder,20200517T091328.000Z,Hbs3,PEKA™,3,0,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Hog Rider,Earthquake,Bomb Tower,Knight,The Log,Skeletons,Musketeer,Giant Snowball
12,Ladder,20200517T090857.000Z,Hbs3,ぱんどら,1,0,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Miner,Ice Golem,Bats,Ice Spirit,The Log,Bandit,Hunter,Poison
13,Ladder,20200517T085812.000Z,Hbs3,-Krijgsie-,3,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,P.E.K.K.A,Poison,Royal Ghost,Battle Ram,Magic Archer,Zap,Bandit,Electro Wizard
14,Ladder,20200517T085048.000Z,Hbs3,CHN丨Andres✨,1,0,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Giant,Minion Horde,Minions,Night Witch,Miner,Zap,The Log,Fireball
15,Ladder,20200517T084458.000Z,Hbs3,Nova I Itai ✨,0,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Royal Hogs,Heal Spirit,Hunter,Dark Prince,Goblin Cage,Earthquake,Magic Archer,Royal Delivery
16,Ladder,20200517T083948.000Z,Hbs3,☠️MatîRamîrez☠️,0,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Hunter,Barbarian Barrel,Skeletons,Bats,Mortar,Knight,Poison,Miner
17,Ladder,20200517T083358.000Z,Hbs3,Dead!,1,3,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
18,Ladder,20200517T082706.000Z,Hbs3,Famouskid,3,1,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Miner,The Log,Balloon,Skeletons,Musketeer,Giant Snowball,Ice Golem,Bomb Tower
19,Ladder,20200517T082231.000Z,Hbs3,CW l Medieval,1,2,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Bats,Minion Horde,Miner,Spear Goblins,Skeleton Barrel,Goblin Gang,Cannon Cart,Zap
20,Ladder,20200517T081631.000Z,Hbs3,gravity,2,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Lava Hound,Balloon,Tombstone,Fireball,Mega Minion,Minions,Zap,Barbarians
21,Ladder,20200517T081025.000Z,Hbs3,HARLEY QUINN.,0,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Hunter,Barbarian Barrel,Skeletons,Bats,Mortar,Knight,Poison,Miner
22,Ladder,20200517T071720.000Z,Hbs3,DiaaBooom,1,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Night Witch,Giant,Dark Prince,Graveyard,Musketeer,Giant Snowball,Goblin Cage,Arrows
23,Ladder,20200517T070227.000Z,Hbs3,GerasRepXD,3,0,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer,Giant,Mega Minion,Tombstone,Poison,Goblin Gang,Bats,Arrows,Graveyard
24,Ladder,20200517T065712.000Z,Hbs3,ぱんどら,1,3,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Skeletons,Bomb Tower,Zap,Balloon,Barbarian Barrel,Miner,Ice Golem,Musketeer
1,Ladder,20200516T221915.000Z,Asura♠️Bansito,⚡Kamikaze⚡,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
2,Ladder,20200516T220406.000Z,Asura♠️Bansito,ErBacce,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Goblins,Bats,Zap,Wall Breakers,Miner,Musketeer,Mini P.E.K.K.A,Mega Knight
3,Ladder,20200516T215948.000Z,Asura♠️Bansito,CHN丨Makarious✨,0,1,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
4,Ladder,20200516T203220.000Z,Asura♠️Bansito,CW l Medieval,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Bats,Minion Horde,Miner,Spear Goblins,Skeleton Barrel,Goblin Gang,Cannon Cart,Zap
5,Ladder,20200516T202530.000Z,Asura♠️Bansito,Dead!,3,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
6,Ladder,20200516T201751.000Z,Asura♠️Bansito,⭐️♥️Moudji♥️⭐️,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Bats,Bomb Tower,Miner,Poison,Spear Goblins,Knight,Royal Delivery,Wall Breakers
7,Ladder,20200516T201251.000Z,Asura♠️Bansito,Emix,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Giant,Musketeer,Mini P.E.K.K.A,Graveyard,Skeleton Army,Giant Snowball,Arrows,Bats
8,Ladder,20200516T200805.000Z,Asura♠️Bansito,rajN’,3,1,Bandit,Lumberjack,Cannon Cart,Heal Spirit,Barbarian Barrel,Lightning,Musketeer,Ram Rider,Heal Spirit,Earthquake,Barbarians,Royal Hogs,Giant Snowball,Musketeer,Bats,Goblin Hut
9,Ladder,20200516T200418.000Z,Asura♠️Bansito,Solaire city,1,2,Wall Breakers,Miner,Poison,Royal Delivery,Hunter,Ice Golem,Skeletons,Bats,Lava Hound,Valkyrie,Inferno Dragon,Arrows,Balloon,Fireball,Zap,Night Witch
10,Ladder,20200516T192243.000Z,Asura♠️Bansito,Fahad,0,1,Valkyrie,Skeletons,Miner,Bomb Tower,Bats,The Log,Magic Archer,Wall Breakers,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
11,Ladder,20200516T191605.000Z,Asura♠️Bansito,WA Trainer Alex,2,1,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Royal Giant,Inferno Dragon,Ice Wizard,Fireball,Zap,Tornado,Miner,Barbarians
12,Ladder,20200516T155453.000Z,Asura♠️Bansito,bo sabah,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Golem,Lightning,Dark Prince,Baby Dragon,Ice Wizard,Mini P.E.K.K.A,Tornado,Barbarian Barrel
13,Ladder,20200516T155030.000Z,Asura♠️Bansito,⚡Kamikaze⚡,0,1,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
14,Ladder,20200516T154646.000Z,Asura♠️Bansito,gravity,2,1,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Lava Hound,Balloon,Tombstone,Fireball,Mega Minion,Minions,Zap,Barbarians
15,Ladder,20200516T154208.000Z,Asura♠️Bansito,Flexy 米,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Lava Hound,Mega Minion,Flying Machine,Baby Dragon,Miner,Tombstone,Barbarians,Arrows
16,Ladder,20200516T153824.000Z,Asura♠️Bansito,Pl⚡T3kT0n1k⚡,0,1,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Giant,Musketeer,Graveyard,Skeleton Army,Bats,Sparky,Royal Delivery,Arrows
17,Ladder,20200516T153345.000Z,Asura♠️Bansito,ENIGMA,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Knight,Miner,Skeleton Barrel,Poison,Spear Goblins,Bats,Bomb Tower,The Log
18,Ladder,20200516T152923.000Z,Asura♠️Bansito,Makarious,0,1,Wall Breakers,Miner,Poison,Royal Delivery,Hunter,Ice Golem,Skeletons,Bats,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
25,Ladder,20200514T234647.000Z,Asura♠️Bansito,AP Leo;Vargas⭐️,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Princess,Goblin Barrel,Spear Goblins,Giant Snowball,Cannon Cart,Bandit,Rocket,Rascals
26,Ladder,20200514T233629.000Z,Asura♠️Bansito,Dead!,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
27,Ladder,20200514T231937.000Z,Asura♠️Bansito,NM I Sentry,2,1,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Lava Hound,Balloon,Inferno Dragon,Minions,Miner,Guards,Arrows,Zap
28,Ladder,20200514T231513.000Z,Asura♠️Bansito,LⓂDenisitoprox☠,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,The Log,Tornado,Fireball,Hog Rider,Knight,Wizard,Skeleton Army,Giant Skeleton
29,Ladder,20200514T225732.000Z,Asura♠️Bansito,CHN丨Ace✨,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Hog Rider,Bats,The Log,Earthquake,Spear Goblins,Knight,Inferno Tower,Royal Delivery
30,Ladder,20200514T225315.000Z,Asura♠️Bansito,/\/ / /\/ _/ /\,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Ice Spirit,Skeletons,The Log,Archers,Tesla,X-Bow,Knight,Rocket
31,Ladder,20200514T224810.000Z,Asura♠️Bansito,styleeuh,3,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Knight,The Log,Tesla,X-Bow,Tornado,Rocket,Skeletons,Ice Wizard
32,Ladder,20200514T224439.000Z,Asura♠️Bansito,EpicStyleMan,0,1,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Ice Spirit,Knight,Musketeer,Rocket,The Log,X-Bow,Tesla,Skeletons
33,Ladder,20200514T224015.000Z,Asura♠️Bansito,Litoh Maldito,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Balloon,Miner,Giant Snowball,Bomb Tower,Ice Golem,Skeletons,Musketeer,The Log
34,Ladder,20200514T223552.000Z,Asura♠️Bansito,Elad,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Fireball,Skeletons,Elixir Collector,Ice Golem,Tesla,The Log,X-Bow,Musketeer
35,Ladder,20200514T223032.000Z,Asura♠️Bansito,Schwarzen,0,1,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Royal Hogs,Skeletons,Royal Delivery,Goblin Cage,Firecracker,Hunter,Heal Spirit,Earthquake
36,Ladder,20200514T222644.000Z,Asura♠️Bansito,monkees,3,1,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel
37,Ladder,20200514T222404.000Z,Asura♠️Bansito,BF l⚡NUVIA⚡ま,1,2,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Golem,Rocket,Executioner,Lumberjack,Skeleton Army,Balloon,Night Witch,Clone
38,Ladder,20200514T222034.000Z,Asura♠️Bansito,ちゃす,0,1,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
39,Ladder,20200514T221506.000Z,Asura♠️Bansito,☆ I Rocket,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Wall Breakers,Spear Goblins,Bomb Tower,Ice Golem,Bats,The Log,Poison,Miner
40,Ladder,20200514T221113.000Z,Asura♠️Bansito,LⓂDenisitoprox☠,0,1,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,The Log,Tornado,Fireball,Hog Rider,Knight,Wizard,Skeleton Army,Giant Skeleton
41,Ladder,20200514T220243.000Z,Asura♠️Bansito,CHN丨Ace✨,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Hog Rider,Bats,The Log,Earthquake,Spear Goblins,Knight,Inferno Tower,Royal Delivery
42,Ladder,20200514T215724.000Z,Asura♠️Bansito,⚡️THEBEAST⚡️,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Poison,Ice Golem,Bats,Miner,Wall Breakers,Hunter,Skeletons,Royal Delivery
43,Ladder,20200514T215308.000Z,Asura♠️Bansito,ＳＣＯＲＧＥ™,2,1,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison,Lava Hound,Miner,Balloon,Minion Horde,Barbarians,Arrows,Zap,Minions
44,Ladder,20200514T214813.000Z,Asura♠️Bansito,Sohrob3139,0,1,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Hog Rider,Cannon,Fireball,The Log,Ice Golem,Skeletons,Ice Spirit,Musketeer
45,Ladder,20200514T214419.000Z,Asura♠️Bansito,TP⚡Demetrius,1,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
46,Ladder,20200514T213940.000Z,Asura♠️Bansito,FrancoMedinaSL,1,0,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Musketeer,Goblins,Poison,Royal Delivery,Bats,Heal Spirit,Flying Machine,Goblin Cage,Spear Goblins,Royal Hogs,Earthquake
47,Ladder,20200514T213436.000Z,Asura♠️Bansito,FENOFINALFORM⚡☠,0,1,Wall Breakers,Miner,Poison,Royal Delivery,Hunter,Ice Golem,Skeletons,Bats,Giant,Mini P.E.K.K.A,Arrows,Minion Horde,Skeleton Army,Sparky,Zap,Bats
48,Ladder,20200514T213038.000Z,Asura♠️Bansito,キリッ｜Wiz master,0,0,Wall Breakers,Miner,Poison,Royal Delivery,Hunter,Ice Golem,Skeletons,Bats,Wizard,Balloon,Lumberjack,Mega Minion,Rocket,Freeze,Ice Spirit,Skeletons
49,Ladder,20200514T212407.000Z,Asura♠️Bansito,Jack...sparrow!,3,0,Ice Golem,Mini P.E.K.K.A,Magic Archer,Skeletons,Royal Hogs,Hunter,Royal Delivery,Earthquake,Giant,Hunter,Night Witch,Zap,Baby Dragon,The Log,Miner,Fireball
0,Ladder,20200517T104941.000Z,CHN丨Makarious✨,RedBull,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage
1,Ladder,20200517T104609.000Z,CHN丨Makarious✨,❄ICE❄,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Baby Dragon,Graveyard,Bomb Tower,Poison,Tornado,Knight,Ice Wizard,Barbarian Barrel
2,Ladder,20200517T103439.000Z,CHN丨Makarious✨,ナポリタン,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Miner,Bomb Tower,The Log,Poison,Bats,Spear Goblins,Skeleton Barrel,Valkyrie
3,Ladder,20200517T102952.000Z,CHN丨Makarious✨,Beast,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
4,Ladder,20200517T102443.000Z,CHN丨Makarious✨,YersonCz,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Skeletons,The Log,Ice Golem,Ice Spirit,Cannon,Musketeer,Hog Rider,Fireball
5,Ladder,20200517T101458.000Z,CHN丨Makarious✨,Fahad,0,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
6,Ladder,20200517T100849.000Z,CHN丨Makarious✨,PriNcEs☆PhAriDa,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap
7,Ladder,20200517T095817.000Z,CHN丨Makarious✨,mel2014,3,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Elixir Golem,Inferno Dragon,Earthquake,Night Witch,Electro Dragon,Heal Spirit,Rage,Battle Healer
8,Ladder,20200517T095038.000Z,CHN丨Makarious✨,geo_nodo,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Mega Knight,Inferno Dragon,Skeleton Barrel,Bats,Miner,Goblin Gang,Spear Goblins,Zap
9,Ladder,20200517T094428.000Z,CHN丨Makarious✨,Sprio,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Ice Golem,Hog Rider,Mini P.E.K.K.A,Firecracker,Bats,Skeletons,Earthquake,The Log
10,Ladder,20200517T094012.000Z,CHN丨Makarious✨,ぱんどら,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,The Log,Miner,Guards,Ice Golem,Poison,Musketeer,Earthquake,Bomb Tower
11,Ladder,20200517T093540.000Z,CHN丨Makarious✨,CHN丨筱红✨,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Cannon Cart,Mortar,Royal Delivery,Miner,Spear Goblins,Bats,Zap,Goblin Gang
12,Ladder,20200517T092948.000Z,CHN丨Makarious✨,Hbs3,2,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats
13,Ladder,20200517T092415.000Z,CHN丨Makarious✨,RedBull,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage
14,Ladder,20200517T091843.000Z,CHN丨Makarious✨,「49™」MÄŃĐŘÄĶË,3,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Giant,Mini P.E.K.K.A,Arrows,Minion Horde,Skeleton Army,Sparky,Zap,Bats
15,Ladder,20200516T221127.000Z,CHN丨Makarious✨,⚡Lobizon⚡,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Ice Golem,Bomb Tower,Giant Snowball,Skeletons,Balloon,Miner,Musketeer,Arrows
16,Ladder,20200516T220441.000Z,CHN丨Makarious✨,Dead!,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
17,Ladder,20200516T215949.000Z,CHN丨Makarious✨,Asura♠️Bansito,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Mega Knight,Bandit,Inferno Dragon,Giant Snowball,Ram Rider,Electro Wizard,Barbarian Barrel,Poison
18,Ladder,20200516T215313.000Z,CHN丨Makarious✨,キリッ｜Wiz master,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Wizard,Balloon,Lumberjack,Mega Minion,Rocket,Freeze,Ice Spirit,Skeletons
19,Ladder,20200516T214712.000Z,CHN丨Makarious✨,Shaba,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Knight,Spear Goblins,Bats,Poison,Miner,Bomb Tower,Skeleton Barrel,The Log
20,Ladder,20200516T212532.000Z,CHN丨Makarious✨,ＳＨＡＤＯＷＬＥＳＳＭＡＮ✨™,2,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Sparky,Arrows,Mini P.E.K.K.A,Skeleton Army,Zap,Musketeer,Giant,Bats
21,Ladder,20200516T211912.000Z,CHN丨Makarious✨,TS Facha Martín,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Bats,Earthquake,Firecracker,Goblin Cage,Royal Delivery,Royal Hogs,Skeleton Barrel,Skeletons
22,Ladder,20200516T211155.000Z,CHN丨Makarious✨,Michi,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,X-Bow,Knight,Archers,Bats,Skeletons,The Log,Tornado,Rocket
23,Ladder,20200516T210651.000Z,CHN丨Makarious✨,✫ I mk,2,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Lava Hound,Balloon,Minions,Inferno Dragon,Zap,Arrows,Miner,Barbarians
24,Ladder,20200516T183020.000Z,CHN丨Makarious✨,AP Marcøs,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Musketeer,Giant Snowball,The Log,Ice Golem,Earthquake,Goblins,Hog Rider,Bomb Tower
0,Ladder,20200517T033655.000Z,⭐️ l Best,HaYa™,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Royal Hogs,Heal Spirit,Dark Prince,Three Musketeers,Hunter,Ice Golem,Earthquake,Barbarian Barrel
1,Ladder,20200517T000711.000Z,⭐️ l Best,UR Wallace,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Valkyrie,Hog Rider,Musketeer,Mortar,Skeletons,Bats,Giant Snowball,Earthquake
2,Ladder,20200516T235949.000Z,⭐️ l Best,Nicoco23¶,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Royal Giant,Bats,Zap,Barbarians,Sparky,Arrows,Hog Rider,Musketeer
3,Ladder,20200516T235456.000Z,⭐️ l Best,TG I ♠️Jeroo♠️,0,1,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Royal Delivery,Prince,Hunter,Freeze,Earthquake,Graveyard,Musketeer,Ice Golem
4,Ladder,20200516T234421.000Z,⭐️ l Best,CHN丨Bobtherock,3,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Royal Hogs,Skeletons,Skeleton Barrel,Goblin Cage,Royal Delivery,Earthquake,Bats,Firecracker
5,Ladder,20200516T233921.000Z,⭐️ l Best,Dead!,0,3,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
6,Ladder,20200516T233505.000Z,⭐️ l Best,Dj Alexis ♡,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,Ice Wizard,Inferno Dragon,Skeleton Army,Balloon,Royal Hogs,Arrows,Zap,Barbarians
7,Ladder,20200516T232857.000Z,⭐️ l Best,❤️Cr1stal❤️,1,0,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log,X-Bow,Tesla,The Log,Rocket,Tornado,Mini P.E.K.K.A,Ice Wizard,Ice Golem
