,text,neg,neu,pos,compound
1617,"Какво е устойчивост и защо в нея е бъдещето ни?
Разказвам тук:  https://bit.ly/2Xx57wu 
#sustainable #Sustainability #sustainability2050 #EcoLifestyle #ecofriendly #slowfashion #fastfashion #planet #bg #Scandinavian #blogger #blogging pic.twitter.com/EZ5sdVNOrX",0.0,1.0,0.0,0.0
1618,"Go green, choose cycles over cars this World Environmnet Day.
#worldenvironmentday
#carevelmedicalsystem #medical #environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree pic.twitter.com/mROM6fIQTj",0.0,1.0,0.0,0.0
1619,"Go green, choose cycles over cars this World Environmnet Day.
#worldenvironmentday
#jaishreewood #olvin #wood #plywood #veneer #environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco pic.twitter.com/P9ZqL6paCI",0.0,1.0,0.0,0.0
14081,#IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1234513197232742400 …,0.0,1.0,0.0,0.0
14082,"For three years in a row, #Sweden's second-largest city has been declared the world's most #sustainable destination #Gothenburg #travel #sustainability #greenbuilding http://spr.ly/60141o6P2 ",0.0,1.0,0.0,0.0
14117,"SEMPREVERDE CANADA - Photos by Adrian Vit

#environment#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #earth #green #sustainable #zerowaste #recycle #plasticfree #eco…  https://www.instagram.com/p/B9PCcH0FYhM/?igshid=1jom37tzpr2v1 …",0.0,1.0,0.0,0.0
14112,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain https://twitter.com/Moxy_CERLOS/status/1234513197232742400 …,0.0,1.0,0.0,0.0
14110,Where should #homeowners shop for for #healthy & #sustainable #rugs or #carpets?  https://buff.ly/2RJJJBi  @GlobalGreenTag @livingbuilding @CradletoCradle @InterfaceInc @MohawkGroup @Shaw_Inc @florsquares #rugs #carpeting #carpet #flooring #greenbuilding #sustainability #toxicity pic.twitter.com/DBSzfXEn7P,0.0,1.0,0.0,0.0
14109,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale,0.0,1.0,0.0,0.0
14108,"MOXY OID is set to fundamentally change the near trillion-dollar building materials market with its Trade Secret, sustainable products branded as CERLOS.
#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",0.0,1.0,0.0,0.0
14105,".@lululemon offers #apparel made from #ecofriendly material, but where are the actions to #reduce hazardous chemicals and alternatives?

#Sustainability #sustainablefashion #environment #green #eco #sportwear #ClimateEmergency #climatechange #sustainable
 https://buff.ly/39f0Pxe  pic.twitter.com/rcKnCFi2p9",0.0,1.0,0.0,0.0
51,#Sustainability is often hidden in #old #buildings - #building #sustainable #monument #development - #Germany #BlackForest pic.twitter.com/R7jOi4J9eY,0.0,1.0,0.0,0.0
53,Old buildings often express: this is sustainable ! #Berlin #Architecture #Sustainability #sustainable #pictureofday #picture pic.twitter.com/ubEAvYSpiV,0.0,1.0,0.0,0.0
1623,"Will this #pandemic make us more or less #sustainable?

I'd humbly suggest this is another essential question for us all to consider in the new #ageofresilience 🌍
 https://wearebrightful.com/how-to/pandemic-make-us-more-sustainable/ …
#fwd20 #changeforthebetter #abetterfuture #sustainability #climatechange #wearebrightful",0.0,1.0,0.0,0.0
14034,"This #frog can talk ❗️🐸 💭
👇🏻😳
 http://bit.ly/EcotourismCostaRica …
—

#nature #ecofriendly #ecotourism #ecotour #planet #animals #animalrights #naturerights #costarica #latin #latinamerica #spanish #nopollution #travel #explore #fresh #sustainable #sustainability #healthy #environment",0.0,1.0,0.0,0.0
1653,Our data centers now work harder when the sun shines and wind blows #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/eCAB50zUirk  pic.twitter.com/2TClFNu2WU,0.0,1.0,0.0,0.0
13995,#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale. https://twitter.com/Moxy_CERLOS/status/1232288557517152257 …,0.0,1.0,0.0,0.0
91,#sustainable #sustainability #sustainableliving #climatechange #climatechangeisreal #climateaction #zerowasteliving #zerowastelifestyle #plasticfree #plasticpollution #recycle #environment #swachhbharat #savetheocean #savetheplanet #projectearthcalling 2/N,0.0,1.0,0.0,0.0
1794,We are live! Follow us for everything #fashion #sustainability #retail #innovation #oceancleanup #myhangers #designedtofitthefuture #LFW #Sustainable #Sustainablehangers #Sustainablefashion #plasticpromise #SwitchToBlue pic.twitter.com/UyEopkhSTO,0.0,1.0,0.0,0.0
13756,"How #consumers perceive #sustainable products, from our open access book authors @ungJorgensen and @LJTPedersen with @SivSkard in @LSEforBusiness. #sustainability #SDGs http://bit.ly/2Tm4O5P ",0.0,1.0,0.0,0.0
95,"#Sustainability in #Architecture and #Planning: #Consumption and #Behavior
 https://www.researchgate.net/publication/341992750_Sustainability_in_Architecture_and_Planning_Consumption_and_Behavior_in_International_Journal_of_Architecture_and_Infrastructure_Planning …
#research #researcher #journal #sustainable #sustainabledevelopment",0.0,1.0,0.0,0.0
14221,"Hola Barcelona!!!
.
.
.
.
.
#peraltaclothing
#frankperaltacap
#frankperaltadesign
#frankperaltacargobag
#upcyclingfashion
#recycledfashion
#reducereuserecycle
#sustainable
#sustainability
#recycledleather…  https://www.instagram.com/p/B9Ox6ANIqz2/?igshid=bg5pqv78bd17 …",0.0,1.0,0.0,0.0
14220,"Sustainably develop your area by lighting up common areas and streets with our #solar lighting #solutions.

#GoSolarGoABS #solarenergy #solarpower #cleanenergy #solarindia #renewables #renewableenergy #solarpanels #solarpv #sustainability #gogreen #sustainable #climatechange pic.twitter.com/pX8zNUCFXV",0.0,1.0,0.0,0.0
14219,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable  https://twitter.com/Moxy_CERLOS/status/1233440182407487492 …,0.0,1.0,0.0,0.0
14284,"If we look at an #old #building, don't we think: this is #sustainable? #Sustainability #environment #city #buildings #architecture pic.twitter.com/1zQKMjblHI",0.0,1.0,0.0,0.0
14301,"#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale
 http://www.cerlos.io/  https://twitter.com/Moxy_CERLOS/status/1231896625133559810 …",0.0,1.0,0.0,0.0
14300,#cerlos #IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1231896625133559810 …,0.0,1.0,0.0,0.0
14297,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1230900123720388609 …,0.0,1.0,0.0,0.0
14294,#IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin https://twitter.com/Moxy_CERLOS/status/1233440182407487492 …,0.0,1.0,0.0,0.0
14293,#IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin https://twitter.com/Moxy_CERLOS/status/1233025618670968832 …,0.0,1.0,0.0,0.0
14292,"Liberate Your Sound. Disconnect from wires.

 https://www.thehouseofmarley.co.uk/liberate-air-truly-wireless-earbuds.html …
#houseofmarleyuk #sustainable #materialsmatter #environment #Sustainability  pic.twitter.com/ycK0tynkVi",0.0,1.0,0.0,0.0
40,#earthrestored #irecycle #norfolk #norwich #WasteManagement #Waste #Recycling #Recycle #Rubbish #Trash #Sustainability #bins #noplastic #sustainable  pic.twitter.com/VhvEBBbpEs,0.0,1.0,0.0,0.0
41," https://youtu.be/Kkw-IFEOP_s 
#Sustainable #PlanetoftheHumans #cleanenergy #sustainability",0.0,1.0,0.0,0.0
14286,"For men 😊
#sustainablehaus
#sustainable #summit #summitnj #nj #newjersey #njshop #njshopping #sustainability #westfieldnj #chathamnj #njlocal #allnaturalskincare #allnatural #skincare #clean #cleanskincare #ethical #ethicalskincare #ethicalbrand #formen #readyourlabels pic.twitter.com/hqj3xdPTiK – at Summit, NJ",0.0,1.0,0.0,0.0
14282,#sustainable #sustainability  https://twitter.com/Moxy_CERLOS/status/1216710683590397952 …,0.0,1.0,0.0,0.0
14217,"We believe in working towards an economy that's #sustainable, NOT geared towards #continualgrowth. Read our plan for a #Canadian #SustainableSociety:  https://sustainablesociety.com/economy/counting-in-real-numbers/sustainable-framework …
#CanadiansForASustainableSociety #sustainablecanada #timeforchange #environment #sustainability #ecomonday",0.0,1.0,0.0,0.0
14216,"What a show! Check out @PackNews review of our 2020 event...Watch this space, 2021 is going to be even bigger!

 https://www.packagingnews.co.uk/news/environment/packaging-innovations-2020-review-sustainability-debate-moves-forward-02-03-2020?eea=NnZ2YTF3UDBwcDMxaUxYRGMxRE1Iekp1bklVQnI1aTQ4RlFWVk9nRy9iTT0=&n_hash=1513&utm_source=e-shot&utm_medium=email&utm_campaign=PN-4864-(Edi)DailyNews-%231513 …
#PACK2020 #packaging #packagingsolutions #packagingindustry #sustainablepackaging #packaginginnovations #sustainable #sustainability  pic.twitter.com/5MUJbqJK9z",0.0,1.0,0.0,0.0
14153,Where should #homeowners shop for for #healthy & #sustainable #rugs or #carpets?  http://j.mp/38XNM2U  @GlobalGreenTag @livingbuilding @CradletoCradle @InterfaceInc @MohawkGroup @Shaw_Inc @florsquares #rugs #carpeting #carpet #flooring #greenbuilding #sustainability #toxicity pic.twitter.com/Tjls1Cz13v,0.0,1.0,0.0,0.0
14171,"We found a way to print on entirely #postconsumer recycled paper which uses ZERO trees, saves 80% of water and 95% of greenhouse gas emissions compared to normal paper production! #creativepublishing #welovemagazines #print #custompublishing #sustainable #sustainability  pic.twitter.com/cyKq95vEhx",0.0,1.0,0.0,0.0
14170,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1229505719810101249 …,0.0,1.0,0.0,0.0
14223,"¡Otro #Quiz para alegrar esta mañana de lunes!
¿Qué vehículo eléctrico 🚗 fue el más vendido en 2019 en Europa?
Mañana daremos la respuesta. ¡Suerte!
#ChargeTheFutureNow 💡
#zeroemission #sustainable #Sustainability #ElectricForAll #ecofriendly #environment",0.0,1.0,0.0,0.0
14227," https://soo.nr/7HrP 
#resolutions #Eco #sustainable #sustainability  pic.twitter.com/MxqndD4yYn",0.0,1.0,0.0,0.0
1555,"World Environment day to all!!!!
.
.
.
.
.
.
.
.
#worldenvironmentday #environment #healthy #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming #pollution pic.twitter.com/eSsCyge4vY",0.0,1.0,0.0,0.0
14228,"Mark Ralph, Head of Food at @WarwickConf, sees #sustainable sourcing of meat as the answer:

""For us, #sustainability is key – purchasing from local suppliers ensures emissions from transporting the product are kept to a minimum.”",0.0,1.0,0.0,0.0
14645,#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale #cerlos https://twitter.com/Moxy_CERLOS/status/1232288557517152257 …,0.0,1.0,0.0,0.0
8,"Britain goes two months without power from coal plants
 https://ecologyfunds.com/index.php/2020/06/09/britain-goes-two-months-without-power-from-coal-plants/ …
#green #greenenergy #investing #etf #etfs #funds #news #stocks #greenbond #sustainable #sustainability #environment #financing",0.0,1.0,0.0,0.0
14674,"Is it too late for sustainability? Not if we follow this prescription
 https://bit.ly/2H4NXNU  #sustainability #sustainable #sustainableliving #sustainablelifestyle #green #gogreen #greenliving #greenlifestyle #lifestyle #ecofriendly #environment #conservation #decarbonization",0.0,1.0,0.0,0.0
14672,#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale. https://twitter.com/Moxy_CERLOS/status/1232634014416109569 …,0.0,1.0,0.0,0.0
9,"THIS!   https://time.com/5791466/ducks-locust-plague/ …
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable",0.0,1.0,0.0,0.0
15," https://www.iknockfashion.com/can-sustainability-and-profitability-go-hand-in-hand/ …
#Sustainable #sustainableLiving #sustainability2050 #sustainability #blogger #Bloggers #bloggerstyle #bloggerstribe #blogoftheday #tuesdayvibes #TuesdayThoughts #TuesdayMorning #TuesdayThought #iknockfashion #elloracreationspvtltd",0.0,1.0,0.0,0.0
12,"Read my#blog about #growing #veg in the garden! 
 https://easypeasygreeny.co.uk/2020/03/27/busy-in-the-garden/?platform=hootsuite&utm_campaign=HSCampaign …
#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #gogreen #savetheplanet #climatechange #reuse #sustainableliving #natural #earth #noplastic pic.twitter.com/FxuElWbutb",0.0,1.0,0.0,0.0
13,Non c’è temporale che possa fermare lo splendere dei nostri colori. Voi quale preferite?  https://www.mermazing.it/costumi-da-bagno-fuoriacqua/collezione-2020/velvet/ … #plasticfree #Swimwear #swimsuits #beachwear #sustainable #sustainablefashion #Sustainability #sostenibilita #ecosostenibile #mare #beachlife pic.twitter.com/oSTvt1Mrte,0.0,1.0,0.0,0.0
14,"March 2019: Utility bill ₹53,302
March 2020: Utility bill ₹260

Find the differentiating factor below. 

#solarenergy #solarpower #cleanenergy #renewables #renewableenergy #solarpanels #solarpv #sustainability #gogreen #sustainable #climatechange #solarindustry #solar pic.twitter.com/lkTScFqW8d",0.0,1.0,0.0,0.0
14257,#IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale. https://twitter.com/Moxy_CERLOS/status/1233025618670968832 …,0.0,1.0,0.0,0.0
14254,MOXY OID is set to fundamentally change the near trillion-dollar building materials market with its Trade Secret - sustainable & ultra-high- performance products branded as CERLOS. #cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain,0.0,1.0,0.0,0.0
14251,"「ビューティ業界では『エセ環境保護』が横行している」：あるエコフレンドリーブランド幹部の告白  https://digiday.jp/brands/confessions-of-a-sustainable-beauty-brand-founder-there-is-greenwashing-in-every-corner-of-the-industry/ … @DIGIDAYJAPANより
#Sustainable #sustainability #fashion",0.0,1.0,0.0,0.0
14248,Old buildings often express: this is sustainable ! #Berlin #Architecture #Sustainability #sustainable #pictureofday #picture pic.twitter.com/e5lXI3k68j,0.0,1.0,0.0,0.0
14247,"#cerlos #IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin
#Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1229722306521501696 …",0.0,1.0,0.0,0.0
14244,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale https://twitter.com/Moxy_CERLOS/status/1233025618670968832 …,0.0,1.0,0.0,0.0
14242,Repeat after me: fashion can’t be sustainable and tourism can’t be ecological #thereal #deal #fashion #tourism #Sustainability #sustainable #eco #EcologicalEmergency,0.0,1.0,0.0,0.0
14240,#Sustainability is often hidden in #old #buildings - #building #sustainable #monument #development - #Germany #BlackForest pic.twitter.com/LzJmqJegGV,0.0,1.0,0.0,0.0
14238,#cerlos #IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1233025618670968832?s=20 …,0.0,1.0,0.0,0.0
14237,"#Chile’s “white gold” reserves to showcase #sustainable credentials ahead of #Expo2020 participation.  http://bit.ly/38dEyyA 
#lithiumreserves #whitegold #sustainability #sustainableenergy #prochile #energystorage #renewableenergy #energy #battery #electricvehicles #lithium pic.twitter.com/Kr9UetslXa",0.0,1.0,0.0,0.0
1554,"World Environment day🌳
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming #pollution #reuse #climate #sustainableliving #environmentallyfriendly #art #love pic.twitter.com/TVgtYtxDXX",0.0,1.0,0.0,0.0
1556,"Rebirth our Earth 
World Environment Day 
#environment #nature #sustainability #worldenvironmentday #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming #pollution #reuse #climate #love pic.twitter.com/dOcqrhnKn3",0.0,1.0,0.0,0.0
14646,#environment #sustainable #Sustainability #biodiversity #nature #biodiversity2020 #IPCC52 #ARFSD2020 #Rome @UNFCCC @UNBiodiversity @DrDCWahl @ErikSolheim @saveourwater @climatesavers https://twitter.com/UNBiodiversity/status/1233466900438380544 …,0.0,1.0,0.0,0.0
14408,Read about our #water #conservation #awareness session at #Duqm  http://ow.ly/9Ukp50yzBKq  #climatechange #sustainability #environment #biodiversity #waterconservation #sustainable #savewater #greenearth #cleanwater #ecotips #savetheearth #responsiblebusiness #DOcommunicate pic.twitter.com/1yYu8gSlIn,0.0,1.0,0.0,0.0
14400,"#cerlos #IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin
#Blockchain #Token #ETH #Ethereum #TokenSale check it out https://www.theguardian.com/environment/2016/dec/16/green-buildings-make-you-work-smarter-and-sleep-sounder-study-reveals …",0.0,1.0,0.0,0.0
