,0,1,2,3
7842,"Just had my credit card pwned, luckily I won't have to cough up for it, but still a pain going through the disputation process ",😓,😖,😷
7843,"@abeeken Trust me, they've tried that before! (well, maybe not an aeroplane) got home and all my veg had been dug up ",🙈,👍,😉
7844,When am I ever going to need to know half the stuff in the risk notes? Still not finished the essays either ,😖,😅,🔫
7845,@perrybelcher sure is! Killing me ,😖,😂,🔫
7846,@jfuzell omg.this is the horrible mindset i've been having for a month now.  hope u r doing well! o &amp; enjoy ur weather. its snowing here ,👍,😖,😣
7847,I dreamt that i was failing one of my classes. It was not fun ,😓,😖,😣
7848,@julielondongirl what happened? ,😕,👀,😳
7849,MMMM.... dyslexic fingers agian ,😖,🙏,✌
7850,"I'm not drawing, awe damn ",😐,😔,😕
7851,Waiting for it to b 9am so I can go talk to the store manager at 75th and bell.. Need another job wis isnt gunna cut it.. ,🙈,😬,🙅
7852,@danecook - something came up and i'm going to miss your show on May 2nd in Jersey. It was my birthday present from my girls - ,😞,😔,😢
7853,my twitter is so much more boring without @johncmayer updates every 5 minutes. sigh... ,😞,😪,😔
7854,"@Dolly100 good luck with your MRI hun, thinking of ya!  they are yukky things!",😘,👍,😉
7855,@hubbit would they exclude Rufus 'cos of his orientation? ,😜,😄,😉
7856,Evidently I am shitty at cheering people up ,😑,😒,😅
7857,Worried about Steve's (@verygneiss) eye. ,😣,😢,👀
7858,Im cooooold ,😫,💀,😴
7859,"studying for our exams (done = bio, halfway = english &amp; math and gonna start with spanish and history) while everone else is in VACATION ",😓,😅,🔫
7860,Is sitting at work bored sniff sniff! ,😢,😪,😷
7861,@Jodelka you know i'm broke! how high maintenance would i be to spend my non-money on nails  i'm sure yr sick of the same excuse but BROKe,😂,💔,😢
7862,Good morning everyone .... Rob is trying to pull his foot out of his mouth this morning ,😬,👊,😷
7863,New boss looking agitated again today. Been keeping quiet... heard he's used the sword by his desk on new employees before ,😠,👍,😡
7864,Seems like twitter is glitching again... Last two tweets have been stuck @ the top...  *crawls back under social networking rock*,😐,😞,😕
7865,being bored... not wanting to go to work... and sick yay.. ,😞,🔫,😷
7866,Oh Noele.. Huntsmans are beyond any horrible scary word.. i HATE them.. they FREAK ME THE FUCK OUT!!! &amp; theyre freakin HUGE  FUCKERS!!!,😖,😠,😡
7867,I wish Hattiesburg was cool enough for Eddie Izzard to visit.  ,😕,😞,😔
7868,no feelin well ,😪,😞,😷
7869,thinks @richd78 should stop sending him work to do ,✋,😠,😡
7870,@iblastoff Arrgh I wish I could download that but it's impossible ,😔,😞,😢
7871,@Streetsdiciple me too ,😔,😞,😢
7872,mom's pissed... i don't think i get a life today... woo ,😳,😬,😡
7873,"it's april, it shouldn't be snowing anymore ",😑,😒,🙅
7874,Training class for my other job. Hopefully it won't be boring! But I think it might be ,😕,😁,😬
7875,@naturalboy1 LOL I need too I've actually never been ,🙈,😳,😅
7876,trying to do my 1st twitpic but my phone is not cooperating! ,😤,😡,😠
7877,second cup of coffee doesn't seem to be working ,😣,😕,😴
7878,@schleider Already looking for that damn CD ,😂,💀,👀
7879,"Cooking pot roast in the slow cooker, helping with school work, changing a diaper, cleaning and being fat and prego..lol! No rest for mom ",🙅,😜,😅
7880,"pleased to follow @LionelatDell @RichardatDELL (per armano) ... i have a ? about my 3 yr old, $1200 Dell Inspiron that's now dying ",😬,😄,👍
7881,I wish it were warmer since I have errands to run today ,😣,😔,😞
7882,I was almost tricked into eating pig snout and cow tripe. ,😖,😳,😷
7883,just had a nasty nosebleed and this didn't help me at all http://www.etsy.com/forums_thread.php?thread_id=6108505&amp;page=1 made me sad ,😔,😞,😢
7884,So tired. No money for lunch ,😪,😞,😴
7885,"gets to take 3 math classes, a computer science class and an education class next semester ",🙌,😅,🔫
7886,I've had a headache for the last 3 days.  I don't want to go to school todayyyy,😫,😖,😣
7887,"Just dawned on me that Kurt Cobain died fifteen years almost to the day. He was found on the 8th, so I've not completely missed it. ",😞,💔,😢
7888,"Awake after six hours. Win2k desktop PC still works, but network still flaky  I think USB is screwed up or something.",😑,😠,😡
7889,is a very sleepy boy  5am starts dont agree with me at all!,😞,😣,😴
7890,My bruises hurt. ,😫,😖,😣
7891,"CKV2 sucks, morgen eindexamen ",😠,😪,🔫
7892," My head is hurting, my throat is sore, I can't hear the Day26 leak, the Day26 album on Amazon is fuc*ing expensive, I have homework :'(",😓,😖,😣
7893,Busy day today... ,😓,😴,💪
7894,"Woo-hoo . . I've hit 200 followers! lol  Thanks to those who follow along! Sorry I've been too busy to tweet much, its tax season!! ",😜,👍,😄
7895,"Time Off Day 2: Just got back from my time out, i am so tired of being skint, no good news at the bank  May watch another zombie film now.",😔,😞,😢
7896,Could've been worse. Could've been better. Got to go back in a week. ,😒,😞,😔
7897,"is running this morning inside. Work tonight, school tomorrow, then being Vic's stupid taxi tomorrow night  thank god AP is this weekend!",😠,🙏,🔫
7898,I am going to try and walk all the way to work (5.2 miles) at least once a week I think. I'm 18 stone ,😬,😅,💪
7899,But no mutant superpowers.  Got pumped up with radioactive juice and nuthin'. Can't shoot web� no big green muscles� nothin'! ,🎶,🙅,💪
7900,@LFTA Ur going 2 sleep now? ,👀,😳,😴
7901,its only been two days and i miss dance already   class blahhhh xo,😔,💔,😢
7902,@TotalCyclist I got shit loads of allergies ,😖,😪,😷
7903,I'm cold ,😬,😣,😖
7904,"Law  lots of reading, very little sense",😌,👍,👀
7905,My external HDD sometimes fails to get recognized by Windows. I think problem might be conflict with USB hub. It's not fun to use anymore ,😢,😞,😕
7906,"@RoyalBlueStuey Haha. Little scared of the public stage eh? I love it. I like to travel, just don't get a chance to do it very often. ",😄,😜,😉
7907,"@rainbow_spitt So glad Eddie's okay... really sucks about the car, though ",😢,😞,😅
7908,Anyone else having @github fail this morning? ,🔫,✋,😅
7909,"@janeybelle15 awww yeah, you're not going to be on much longer are you ",😂,😜,😉
7910,"@bobbyvoicu Any progress on the site sale, seen it's not been updated in a while ",😉,👍,😕
7911,@meg2e63 hows the beach retreat?  I wanted to go but once again mi madre said no ,😔,😞,😢
7912,@santaamy i don't know where he went! i'm starting to get worried ,😓,😖,😣
7913,"Going to have some delicious pizza, and then to the dentist ",😷,😁,😬
7914,Migraineeeee  in ap english rawr  x__x,💓,😜,😈
7915,I so do not want to be awake right now  boo school!,😠,😫,😣
7916,who stole elledell@gmail.com?  ,😳,👀,💀
7917,at mobap doing homework. ,😑,😒,🔫
7918,Sleeping on the floor in Portland ,👌,✌,😴
7919,school/english course damn  (46 dias *-* ),☺,💛,💓
7920,inconsistent method signatures make me sad ,😔,😞,😢
7921,@PoliticalRight What car in my parking lot DOESNT have one of those?  ,😅,😂,😳
7922,@waspinator holy shit. there's no so in richmond--yet. stupid weather ,😣,😡,😠
7923,@CalEvans actually recently apple has been pretty shitty about needing to reboot after many updates ,😡,😬,😕
7924,Twitter is not working very well for me... and Marc Faber over dinner is exahusting fare... ,😢,😡,😠
7925,ate too many peanut butter sandwiches  ,😣,😖,😷
7926,@MirandaNicole Oh no! I hope he's doing better and even more that you and he got some rest. ,😢,😞,😔
7927,"@Jiggywiddit Awww, Sorry Jiggy! I am sure something better will come up! ",😁,😜,😉
7928,had fun at chars......now cleaning my room ,☺,😌,😁
7929,@playaharmonica me too  why are we at school...,🔫,😢,😫
7930,Winter has come to NC again! ,😄,🙌,😁
7931,i know  ouch @gracielag,😣,😖,💔
7932,dog has been walked. washing in the machine. chill time. sore throat though ,😣,😖,😷
7933,you Spread The Sickness! Stop Looking At Me When I Cough! ,😡,😠,😷
7934,"nope  but they were in UEFA cup, because they won that Copa de la Rey thingy",😑,😂,👏
7935,"Pray for Collin, he just had a stroke. I hope he's gonna be okay.  ",😢,😔,🙏
7936,missing my baby.. waiting for 2morrow to get her already.. ,😣,😞,😔
7937,finished....hehehe... yay... sleep is good... dont wanna get up early ,😄,😪,😴
7938,"Scored decent deals on Argento, Morricone and Goblin. Nice...too bad it's not vinyl though ",😞,😢,😕
7939,i have to go to court today... ,😒,😫,🔫
7940,Why do the doctors that I choose always take forever?!?!  I hate waiting...it's been 30 mins already ,😤,😠,😡
7941,@waspinator holy shit. there's no snow in richmond--yet. stupid weather ,😣,😡,😠
7942,"@TreoBenny There *should* be a go to top option, but not one that I know of ",😬,😅,😉
7943,is tired ,😞,😪,😴
7944,"@_Dappy_ about Shotts u know, lol. I had to leave Raw Talent early man,  was well wounded. You gonna send me V.I.P tickets? haa.",👍,😉,😜
7945,got a mosquito bite in the morning  I hate them!,😤,😡,😠
7946,Big Mama is missing her mommy!  she is always gone! http://apps.facebook.com/dogbook/profile/view/6305303,😔,💔,😢
7947,@Tom_K_Morley student poverty I was down with. It's supposed to be over now ,😔,😪,😢
7948,@ChrisHaddad Where are you Haddad? Maybe my Tweetdeck just doesn't like your updates but I haven't seen you at all!! ,😔,😞,😢
7949,its time for staff meeting..and now my boss is next to me so I won�t be surfing too much today ,😁,😬,😎
7950,coffee keeps me going..... oh god work again tomorrowm  good ol maccas,😴,😬,👍
7951,@Roselyn ugh I'm sorry chica. I feel like no one understands when I have issues like that w/makeup.  at least Monday is over..,😞,😔,💔
7952,japanese &amp; their hiragana..  &amp; that's saying something.. since i'm japanese.  man do i hate my own culture! couldn't they've made it easy?,😤,😠,😡
7953,is super overwhelmed with schoolwork ,😖,😣,😓
7954,"edison, please don't shut my power off yet or I will have no music to play all day ",😫,🎵,🙏
7955,this is absolutely soul destroying. ,😖,😢,💔
7956,@RachelStarrxxx I hope you get better soon  just make sure you have alot of fluids ,😊,😘,💖
7957,Wishing for spring temperatures.....had to break out the winter jacket today ,💔,😢,🙏
7958,woken up v early by a big pair of brown eyes. unfortunately they don't belong to a puppy...   but they do belong to an evil mayan ,😈,😠,😡
7959,"@beccus And, unfortunately, probably never will. ",😕,😔,😞
7960,"NEEDS a trip to Vegas soon. I miss it.  You'll find me by the pool in a bikini, people watching with a football Long Island.",😢,😔,😎
7961,"@thebraysmommy oh, yea...would have been better, not function well, at work... i.dies.    [sobs]",😞,💔,😢
7962,@andreeyuhspooky cept i still have to get up early  which sucks haha,😣,😞,🔫
7963,"Reno 911... I'll always remember you for what you were, but its just not the same with this different cast. I'm going to need some time ",😔,😢,💔
7964,"@sparkledonkey: The second he started posting about moving in the subscriber section, I thought of you guys. ",😭,😢,💔
7965,one hour and counting - I am so tired ,😞,😪,😴
7966,"@agouty   OK, I'll hold back the tears. C ya in Kansas City!",😉,💔,😢
7967,Where is my Twilight dvd? ,😤,😡,😠
7968,another night alone.. ,💔,😞,😔
7969,@joshuahaines I second that. ,✋,👍,💁
7970,"@Zee For example, it simply won't send direct messages. Well, it will pretend it did, but it actually doesn't. Kind of a deal breaker ",😬,😉,😕
7971,@cowhateration true your art gets to live on forever but shot glasses are finite  lmao,😂,😎,👀
7972,going to work... the work that pays the bills  not the fun one ,😕,💯,🙅
7973,"Forgot to pay parking fees due today. I hope I can get out of parking, if not, I'll be stuck here till tom morning ",🔫,😖,😣
